Name,pos_m0_1,pos_m0_2,pos_m0_3,pos_m0_4,pos_m0_5,pos_m0_6,pos_m100_1,pos_m100_2,pos_m100_3,pos_m100_4,pos_m100_5,pos_m100_6,pos_m200_1,pos_m200_2,pos_m200_3,pos_m200_4,pos_m200_5,pos_m200_6,pos_m300_1,pos_m300_2,pos_m300_3,pos_m300_4,pos_m300_5,pos_m300_6,pos_m500_1,pos_m500_2,pos_m500_3,pos_m500_4,pos_m500_5,pos_m500_6,pos_m700_1,pos_m700_2,pos_m700_3,pos_m700_4,pos_m700_5,pos_m700_6,TARGET
Catharanthine hemitartrate,40460172.87,31212470.66,31657323.39,22825331.97,34107834.02,28711760.84,56652880.38,54709293.17,56527791.92,49288986.91,56194674.64,78017369.22,37245192.38,36523661.19,40537170.07,59493561.86,40890520.14,45471925.14,25163223.15,30819085.5,29651322.16,21457242.75,30406462.63,42075686.78,38929818.37,27194896.36,26380344.59,24152228.2,28848426.2,35406829.34,6774095.89,5635850.041,7910206.112,4437498.987,6861469.759,6037372.563,0
"2,4-Dimethylbenzaldehyde",58527991.04,91911952.12,45488753.82,60623615.57,63196116.44,48649277.06,59417683.07,62661594.61,56429465.16,60502712.56,41675902.75,55047160.26,67019078.81,44728187.72,51095139.59,55209849.09,44813392.77,55277525.17,71478892.5,66020551.23,51058112.17,54797227.95,58684964.1,53391554.52,63988440.91,79310611.87,79473390.4,55327919.74,70538220.7,63341324.03,73135982.75,84098188.84,91341785.5,74580531.95,78415409.28,65166617.55,0
"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",31542680.31,38034535.11,29064359.69,39077105.94,81169066.2,27757144.91,23730501.73,22318689.79,11825214.7,27356221.69,16478752.25,19350514.02,17554929.92,12415431.36,18720927.92,12852944.35,17720981.16,26954328.2,16975223.77,13850846.96,19881575.6,22414939.01,12755696.37,15290454.66,18744616.78,24788002.85,20984262.25,15945602.73,16077627.74,16387954.63,19759892,28541958.57,20468526.84,17083128.4,25659123.63,30379358.27,1
Indole-3-acetic acid,44189143.01,49784275.11,29967522.56,38325714.47,65961283.55,67284070.71,1810175.788,876335.568,1067833.957,865343.9339,1336666.797,897539.2849,1624733.441,1823504.918,1474480.274,1685964.335,1497512.753,1617362.054,1372418.512,1207685.777,1865635.474,772868.7358,1256105.252,810909.6962,974608.2941,874753.5016,1889037.376,943270.7384,970337.6296,941603.6892,796222.7246,1440757.563,1446948.301,648525.4154,744188.1812,1048848.282,1
S-(5-Adenosy)-L-Homocysteine,27178945.46,28144740.13,30406822.98,25902131.36,22262790.63,25936080.46,27851570.22,35643646.69,20274655.41,23248436.83,22814333.22,24692110.45,21217298.33,22011324.33,21920618.57,22277034.1,21010399.86,25948250.34,27444900.02,26476642.58,26664683.27,24368959.14,26925393.12,22129511.19,24926804.69,29620388.13,31168412.81,25205072.74,26733458.97,85568510.85,27646437.21,30639669.21,24709600.83,25098752.75,26177218.16,23083128.4,0
Citrinin,46228232.47,88941778.48,32659698.19,41309545.61,45395846.41,36710994.8,24829441.51,24092007.07,14927656.78,19180295.13,20849196.21,19405006.61,37188110.7,41488902.31,36274882.26,28365713.6,37925108.2,36120067.04,40018357.04,41814471.39,55575296.51,61610834.8,36812824.3,36169271.39,35917143.32,30267647.17,48605489.82,26345580.52,36734568.76,31815903.69,38772107.12,48608178.04,46835717.53,34217979.19,53255226.47,36281750,1
Flavokawain A,42198521.8,34709498.87,37735437.73,43371932.08,40724775.7,37071708.87,40540819.36,45329727.03,45908540.22,43111675.81,61691254.48,47020361.07,26510885.55,29035912.42,31334899.52,29227355.14,29196367.99,23169305.38,26763501.32,28862058.84,26298855.64,27678870.05,30690361.02,28785941.16,30258724.85,25770178.64,28201975.68,27648408.39,31190216.11,29104237.32,27156141.94,28065741.55,26787984.43,23849810.19,23507879.38,28375095.77,0
Isovanillic acid,34361942.95,33326944.99,21359650.6,28334075.68,35903791.44,26684912.84,35611320.4,29907727.68,35548166.12,30033777.41,39966797.17,34288167.06,52942869.14,52937240.43,49177176.38,53958906.45,50856002.32,48558642.03,50341166.86,55498122.71,54163488.39,65695408.31,53678781.64,49142155.77,32874615.02,30447419.2,33087194.75,25767643.31,36800087.45,28605081.73,30152759.77,29413698.02,31245984.93,25844431.51,37186358.76,29412009.16,0
Momordin Ic,51256711.33,79974887.48,42880494.28,28333764.19,26304595.5,27772604.77,15121925.22,15729955.09,12305883.23,17736697.61,22369435.01,20006844.11,57867759.33,51796999.45,52608546.64,59345570.27,54280192.51,48642248.46,18479815.35,21186746.3,14062099.72,17496506.03,28607005.6,18770681.47,29068940.42,24638676.52,25315948.28,25793538.27,30836829.52,28385632.33,18524534.24,17396271.1,24273698.37,17202909.87,22985536.64,24908443.18,1
Olivetol,15473566.21,23485795.9,20652084.69,11769770.14,10256881.81,9942027.933,22141894.84,24476385.71,19672683.11,22135949.82,25492026.18,35684904.31,34830523.97,37376906.49,33490472.15,52226236.02,43461890.18,45900277.92,44819867.97,42047220.09,39862382.61,42192965.88,66806072.4,40584570.13,67487737.51,43112242.91,37588811.64,39041994.54,49088104.19,50040749.55,29908000.77,29402045.97,26878119.84,17177538.34,35895197.65,27009376.61,0
